,StockCode
2390,22660
2391,16169K
2392,22532
2393,20699
2394,20770
2395,20832
2396,20846
2397,20966
2398,21000
2399,21001
2400,21002
2401,21026
2402,21028
2403,21069
2404,21107
2405,21109
2406,21111
2407,21143
2408,21147
2409,21171
2410,21187
2411,21189
2412,21191
2413,21192
2414,21204
2415,21222
2416,21251
2417,21253
2418,21261
2419,21262
2420,21263
2421,21291
2422,21352
2423,21361
2424,21366
2425,21367
2426,21375
2427,21377
2428,21379
2429,21401
2430,21403
2431,21448
2432,21486
2433,21488
2434,21537
2435,21581
2436,21638
2437,21641
2438,21643
2439,21648
2440,21683
2441,21684
2442,21698
2443,21721
2444,21723
2445,21724
2446,21815
2447,21826
2448,21944
2449,22042
2450,22043
2451,22101
2452,22104
2453,22108
2454,22162
2455,22184
2456,22198
2457,22217
2458,22246
2459,22276
2460,22277
2461,22299
2462,22307
2463,22336
2464,22337
2465,22359
2466,22405
2467,22444
2468,22466
2469,22471
2470,22472
2471,22497
2472,22517
2473,22519
2474,22525
2475,22589
2476,22595
2477,22597
2478,22602
2479,22660
2480,22797
2481,22862
2482,22923
2483,22924
2484,35598D
2485,35653
2486,35914
2487,35916A
2488,35957
2489,35967
2490,37444A
2491,37447
2492,37462E
2493,46776C
2494,47021G
2495,47367B
2496,47471
2497,47481
2498,47503H
2499,47591B
2500,72051S
2501,72598
2502,72816
2503,72818
2504,84086C
2505,84313B
2506,84422
2507,84429A
2508,84459A
2509,84509C
2510,84510C
2511,84519A
2512,84520B
2513,84534B
2514,84559B
2515,84569A
2516,84569D
2517,84581
2518,84598
2519,84659A
2520,84673B
2521,84754
2522,84840
2523,84849B
2524,84913B
2525,84916
2526,84917
2527,84923
2528,84997A
2529,85017A
2530,85020
2531,85035A
2532,85039C
2533,85094
2534,85116
2535,85125
2536,85135B
2537,85135C
2538,85177
2539,85185B
2540,85231G
2541,90002D
2542,90013A
2543,90040B
2544,90059A
2545,90059E
2546,90062
2547,90073
2548,90104
2549,90114
2550,90129A
2551,90129B
2552,90129C
2553,90129D
2554,90129E
2555,90129F
2556,90160C
2557,90161B
2558,90161D
2559,90173
2560,90175B
2561,90177D
2562,90181B
2563,90184C
2564,90185A
2565,90200D
2566,90200E
2567,90201B
2568,90205A
2569,90208
2570,90209B
2571,90211A
2572,90214B
2573,90214C
2574,15044B
2575,15044D
2576,17012B
2577,18007
2578,18098C
2579,20615
2580,20652
2581,20658
2582,20684
2583,21069
2584,22480
2585,84707A
2586,21587
2587,72802A
2588,35001W
2589,21001
2590,21000
2591,22503
2592,21624
2593,22806
2594,20782
2595,21397
2596,21624
2597,35646
2598,71279
2599,72819
2600,84665
2601,21537
2602,21581
2603,84997C
2604,84997A
2605,20854
2606,20857
2607,22450
2608,21627
2609,21692
2610,22595
2611,17091J
2612,72130
2613,85064
2614,22198
2615,21109
2616,90178A
2617,22438
2618,22529
2619,21647
2620,21287
2621,21586
2622,51008
2623,84725
2624,18098C
2625,37479B
2626,37479P
2627,18097C
2628,22618
2629,21143
2630,21586
2631,22198
2632,21143
2633,21651
2634,21845
2635,22304
2636,22305
2637,22525
2638,22524
2639,22515
2640,22514
2641,22518
2642,22519
2643,20967
2644,84880
2645,22589
2646,21811
2647,22589
2648,21818
2649,22118
2650,22575
2651,22458
2652,22459
2653,85114B
2654,22443
2655,84997A
2656,84997C
2657,22442
2658,22243
2659,20967
2660,22101
2661,22545
2662,22529
2663,22453
2664,17038
2665,79144B
2666,84388
2667,17084J
2668,22911
2669,22438
2670,84968C
2671,84968A
2672,84968F
2673,84968D
2674,22415
2675,72799E
2676,21828
2677,21826
2678,21826
2679,22101
2680,22903
2681,20748
2682,21709
2683,21817
2684,21820
2685,85035A
2686,22443
2687,72802B
2688,85127
2689,22276
2690,21367
2691,22482
2692,20798
2693,72799E
2694,21187
2695,85049D
2696,21586
2697,21587
2698,22444
2699,22299
2700,22444
2701,85064
2702,21054
2703,21804
2704,21688
2705,22118
2706,84352
2707,85034A
2708,10002
2709,16052
2710,16219
2711,17012B
2712,17012C
2713,17012E
2714,17012F
2715,17129F
2716,18097C
2717,20653
2718,20669
2719,20763
2720,20772
2721,20801
2722,20866
2723,20867
2724,20902
2725,20966
2726,21000
2727,21001
2728,21002
2729,21065
2730,21069
2731,21107
2732,21147
2733,21161
2734,21167
2735,21191
2736,21192
2737,21222
2738,21261
2739,21262
2740,21265
2741,21279
2742,21281
2743,21316
2744,21352
2745,21397
2746,21413
2747,21415
2748,21441
2749,21630
2750,21641
2751,21648
2752,21666
2753,21721
2754,21725
2755,21741
2756,21811
2757,21815
2758,21821
2759,21826
2760,21828
2761,21849
2762,21850
2763,21851
2764,21911
2765,21943
2766,22100
2767,22101
2768,22108
2769,22135
2770,22162
2771,22184
2772,22198
2773,22246
2774,22272
2775,22276
2776,22288
2777,22299
2778,22336
2779,22337
2780,22359
2781,22393
2782,22444
2783,22461
2784,22466
2785,22471
2786,22497
2787,22519
2788,22532
2789,22543
2790,22545
2791,22595
2792,22615
2793,22742
2794,22880
2795,22883
2796,22889
2797,22912
2798,35598D
2799,35599B
2800,35646
2801,35653
2802,35809A
2803,35833P
2804,35957
2805,35965
2806,37501
2807,46776B
2808,46776E
2809,47591B
2810,71143
2811,72819
2812,79144B
2813,79144C
2814,84352
2815,84459B
2816,84534B
2817,84569A
2818,84569D
2819,84596E
2820,84625C
2821,84659A
2822,84744
2823,84754
2824,84828
2825,84913B
2826,84923
2827,84968F
2828,85017A
2829,85025C
2830,85032D
2831,85039C
2832,85116
2833,85129C
2834,85130B
2835,85135C
2836,85136A
2837,85170C
2838,85170D
2839,85185B
2840,85231G
2841,90000B
2842,90000D
2843,90003B
2844,90005A
2845,90013A
2846,90013C
2847,90019C
2848,90022
2849,90071
2850,90087
2851,90099
2852,90116
2853,90158
2854,90161A
2855,90168
2856,90169
2857,90185C
2858,90187B
2859,90200A
2860,90202C
2861,90208
2862,90209B
2863,90210C
2864,90214D
2865,90214H
2866,21427
2867,21488
2868,48189
2869,84989a
2870,20734
2871,20960
2872,20966
2873,21192
2874,21249
2875,21488
2876,21814
2877,22100
2878,22181
2879,22472
2880,22516
2881,22518
2882,22519
2883,84872a
2884,21189
2885,21192
2886,21488
2887,21579
2888,21609
2889,22134
2890,22166
2891,22515
2892,22525
2893,84559b
2894,84596e
2895,84660c
2896,85173
2897,10002
2898,18098c
2899,20681
2900,21157
2901,21157
2902,22135
2903,22513
2904,22518
2905,22519
2906,22525
2907,79067
2908,84509c
2909,84510c
2910,84596e
2911,84660c
2912,84915
2913,18098c
2914,20655
2915,20658
2916,18098c
2917,20615
2918,21100
2919,21157
2920,21820
2921,21821
2922,22166
2923,22472
2924,22518
2925,22875
2926,79067
2927,84558a
2928,85173
2929,21818
2930,21689
2931,84247E
2932,84247E
2933,22042
2934,20762
2935,85170B
2936,22582
2937,21609
2938,84944
2939,22443
2940,22442
2941,72799F
2942,72799F
2943,22912
2944,21821
2945,72232
2946,22788
2947,22770
2948,22194
2949,85136C
2950,21352
2951,84658
2952,84658
2953,21581
2954,84596J
2955,22803
2956,84763
2957,20966
2958,84497
2959,22307
2960,21581
2961,84813
2962,37501
2963,18097C
2964,85026B
2965,90175D
2966,22830
2967,22765
2968,85064
2969,22833
2970,21143
2971,22168
2972,84763
2973,22245
2974,22256
2975,22276
2976,22282
2977,22341
2978,22393
2979,22444
2980,22451
2981,22459
2982,22495
2983,22497
2984,22512
2985,22533
2986,22543
2987,22595
2988,22602
2989,22611
2990,22797
2991,22873
2992,22876
2993,22913
2994,35653
2995,35924
2996,35954
2997,35957
2998,35965
2999,37444A
3000,37467
3001,40001
3002,47367B
3003,71143
3004,72598
3005,72816
3006,72819
3007,79067
3008,84086C
3009,84251B
3010,84459A
3011,84581
3012,84625A
3013,84659A
3014,84673B
3015,84683
3016,84840
3017,84846A
3018,84913B
3019,84916
3020,84917
3021,84923
3022,84927D
3023,85064
3024,85116
3025,85136C
3026,85169B
3027,85185B
3028,85213
3029,85232D
3030,90001C
3031,90019A
3032,90023
3033,90130B
3034,90169
3035,90170
3036,90177C
3037,90186B
3038,90198A
3039,90211B
3040,90214A
3041,90214C
3042,90214D
3043,90214E
3044,90214G
3045,90214I
3046,90214J
3047,90214K
3048,90214L
3049,90214M
3050,90214N
3051,90214P
3052,90214R
3053,90214S
3054,90214Z
3055,10002
3056,16218
3057,17129F
3058,20663
3059,20669
3060,20686
3061,20755
3062,20777
3063,20794
3064,20802
3065,20832
3066,20931
3067,20966
3068,21001
3069,21002
3070,21055
3071,21066
3072,21107
3073,21167
3074,21261
3075,21262
3076,21269
3077,21306
3078,21324
3079,21352
3080,21367
3081,21398
3082,21413
3083,21486
3084,21578
3085,21634
3086,21638
3087,21648
3088,21656
3089,21662
3090,21680
3091,21698
3092,21719
3093,21738
3094,21792
3095,21820
3096,21828
3097,21849
3098,21850
3099,21851
3100,22042
3101,22106
3102,22136
3103,22162
3104,22176
3105,22184
3106,22198
3107,21726
3108,21723
3109,21725
3110,18097C
3111,72816
3112,21107
3113,84247E
3114,35001W
3115,84997A
3116,84997C
3117,21688
3118,18098C
3119,90212B
3120,10125
3121,22708
3122,22048
3123,21192
3124,21191
3125,46000R
3126,22067
3127,22057
3128,37447
3129,22923
3130,22922
3131,22924
3132,22932
3133,22936
3134,22935
3135,35004C
3136,79067
3137,22305
3138,84509B
3139,22304
3140,22071
3141,21275
3142,84924A
3143,22575
3144,37447
3145,37495
3146,21735
3147,22708
3148,22442
3149,22443
3150,79164
3151,35004C
3152,20716
3153,82616B
3154,22438
3155,85132B
3156,20686
3157,47348A
3158,84809A
3159,90214S
3160,90214C
3161,90214B
3162,90214K
3163,22480
3164,85215
3165,21306
3166,85039C
3167,22547
3168,22444
3169,20780
3170,20770
3171,20655
3172,22448
3173,85067
3174,20748
3175,21686
3176,21784
3177,22932
3178,22935
3179,85025C
3180,85208
3181,21307
3182,85024C
3183,22157
3184,85214
3185,72802A
3186,85020
3187,10120
3188,85208
3189,71038
3190,22044
3191,21197
3192,40016
3193,10002
3194,22688
3195,84828
3196,22443
3197,21472
3198,21467
3199,22092
3200,84910A
3201,84912A
3202,22276
3203,20764
3204,20763
3205,20762
3206,20765
3207,20766
3208,21578
3209,84497
3210,85199L
3211,22359
3212,22706
3213,22052
3214,84558A
3215,21059
3216,21061
3217,21063
3218,22085
3219,22181
3220,22343
3221,21246
3222,84247N
3223,51020B
3224,21693
3225,21693
3226,85055
3227,21377
3228,21376
3229,22480
3230,22482
3231,22359
3232,22042
3233,22582
3234,21379
3235,21375
3236,84247E
3237,21205
3238,84559B
3239,22168
3240,20618
3241,21143
3242,72799E
3243,72799E
3244,20966
3245,22618
3246,21694
3247,85135B
3248,21743
3249,22304
3250,21143
3251,21143
3252,22313
3253,22777
3254,21069
3255,90062
3256,22509
3257,22168
3258,22265
3259,84993B
3260,47420
3261,47420
3262,22911
3263,20716
3264,85231G
3265,85036C
3266,84997C
3267,84997A
3268,22511
3269,22510
3270,84520B
3271,72709
3272,72127
3273,72130
3274,72132
3275,85118
3276,35968
3277,72131
3278,85067
3279,22761
3280,21055
3281,21462
3282,22057
3283,37447
3284,90184B
3285,90184A
3286,72130
3287,72128
3288,85118
3289,72709
3290,72132
3291,72131
3292,72130
3293,72127
3294,35968
3295,35004C
3296,40001
3297,20798
3298,22198
3299,84559B
3300,20655
3301,22176
3302,21143
3303,85067
3304,21624
3305,21275
3306,22415
3307,84968D
3308,90173
3309,22451
3310,22450
3311,22198
3312,84997A
3313,22198
3314,22533
3315,22532
3316,21112
3317,22073
3318,22354
3319,21537
3320,35095A
3321,35095B
3322,35598D
3323,35599B
3324,35833P
3325,35957
3326,35965
3327,35967
3328,37343
3329,37447
3330,37462E
3331,40001
3332,47591B
3333,71143
3334,71279
3335,72586
3336,72598
3337,72799E
3338,72802B
3339,72816
3340,79067
3341,79144C
3342,79403
3343,84251B
3344,84251G
3345,84313B
3346,84459A
3347,84508C
3348,84598
3349,84659A
3350,84754
3351,84828
3352,84840
3353,84913B
3354,84993A
3355,85016
3356,85032D
3357,85114B
3358,85116
3359,85124C
3360,85125
3361,85129B
3362,85135C
3363,85136A
3364,85170D
3365,90005A
3366,90018B
3367,90019C
3368,90036F
3369,90040C
3370,90059A
3371,90059D
3372,90089
3373,90096
3374,90104
3375,90115
3376,90173
3377,90200C
3378,90201D
3379,90209B
3380,90214C
3381,90214E
3382,90214F
3383,90214H
3384,90214K
3385,90214M
3386,90214P
3387,90214S
3388,10002
3389,16168M
3390,17013D
3391,17091J
3392,17096
3393,18098C
3394,20616
3395,20622
3396,20662
3397,20663
3398,20669
3399,20686
3400,20761
3401,20762
3402,20766
3403,20775
3404,20832
3405,20866
3406,20966
3407,20967
3408,20998
3409,21001
3410,21039
3411,21067
3412,21107
3413,21112
3414,21125
3415,21147
3416,21167
3417,21191
3418,21195
3419,21219
3420,21249
3421,21261
3422,21262
3423,21285
3424,21286
3425,21413
3426,21417
3427,21442
3428,21520
3429,21640
3430,21643
3431,21648
3432,21657
3433,21680
3434,21717
3435,21722
3436,21724
3437,21725
3438,21726
3439,21738
3440,21750
3441,21758
3442,21785
3443,21804
3444,21811
3445,21815
3446,21821
3447,21849
3448,21850
3449,21851
3450,21884
3451,21911
3452,22108
3453,22118
3454,22134
3455,22135
3456,22162
3457,22164
3458,22184
3459,22198
3460,22264
3461,22276
3462,22288
3463,22325
3464,22337
3465,22339
3466,22444
3467,22450
3468,22451
3469,22466
3470,22480
3471,22525
3472,22538
3473,22540
3474,22541
3475,22545
3476,22546
3477,22547
3478,22559
3479,22589
3480,22595
3481,22602
3482,22641
3483,22647
3484,22220
3485,21039
3486,22198
3487,22176
3488,22480
3489,22166
3490,21468
3491,22071
3492,21291
3493,21578
3494,85136A
3495,20781
3496,21811
3497,84754
3498,22245
3499,22389
3500,84341B
3501,20761
3502,20764
3503,22073
3504,51008
3505,71038
3506,85118
3507,18094C
3508,85230G
3509,22299
3510,16014
3511,35833P
3512,35833P
3513,84944
3514,22777
3515,21587
3516,62018
3517,72799E
3518,22471
3519,21287
3520,22198
3521,85136A
3522,21111
3523,85230B
3524,72232
3525,84625C
3526,84508A
3527,20966
3528,21586
3529,72799F
3530,82011C
3531,22118
3532,22324
3533,62096A
3534,22820
3535,16168M
3536,21680
3537,10125
3538,84754
3539,21143
3540,84952A
3541,85169B
3542,85169A
3543,22399
3544,71403
3545,21851
3546,21849
3547,85116
3548,20802
3549,84997A
3550,84997C
3551,21294
3552,22198
3553,22202
3554,21820
3555,21818
3556,21817
3557,84558A
3558,21735
3559,51008
3560,18097C
3561,21311
3562,22618
3563,85129B
3564,21690
3565,21690
3566,22176
3567,21688
3568,22243
3569,85035A
3570,85035B
3571,85167B
3572,22575
3573,21676
3574,21680
3575,20998
3576,21192
3577,17091A
3578,17091J
3579,20967
3580,22797
3581,22828
3582,22827
3583,21624
3584,20897
3585,22049
3586,21066
3587,21815
3588,21333
3589,21281
3590,22589
3591,22591
3592,21361
3593,85172
3594,22785
3595,21741
3596,85034A
3597,85208
3598,22786
3599,85214
3600,21683
3601,21741
3602,21684
3603,22595
3604,21735
3605,22168
3606,22399
3607,22454
3608,84247L
3609,85185B
3610,84993A
3611,22472
3612,22922
3613,22932
3614,22935
3615,22936
3616,21143
3617,35971
3618,85129B
3619,17091J
3620,21289
3621,84754
3622,85170C
3623,85170B
3624,85169A
3625,84625C
3626,84625A
3627,22514
3628,22516
3629,22518
3630,22525
3631,21651
3632,85172
3633,22459
3634,22458
3635,21472
3636,21624
3637,37495
3638,84875B
3639,84877D
3640,84876D
3641,90211B
3642,84192
3643,21190
3644,22808
3645,22254
3646,22255
3647,22236
3648,84520B
3649,20761
3650,21361
3651,21629
3652,22525
3653,72232
3654,21743
3655,72802B
3656,85230B
3657,85230G
3658,85169A
3659,85169B
3660,21692
3661,85039C
3662,85107
3663,85127
3664,21143
3665,21696
3666,85170B
3667,84754
3668,22863
3669,22777
3670,84341B
3671,22575
3672,20854
3673,21051
3674,44234
3675,44235
3676,75131
3677,22176
3678,40003
3679,84754
3680,22595
3681,22438
3682,21107
3683,84360
3684,84534B
3685,22482
3686,22480
3687,20967
3688,84985A
3689,47480
3690,79190D
3691,79190B
3692,79190A
3693,20966
3694,21291
3695,22071
3696,21609
3697,22482
3698,90036D
3699,90195A
3700,90196A
3701,20966
3702,79067
3703,22168
3704,22830
3705,21221
3706,21904
3707,84944
3708,21743
3709,21651
3710,21693
3711,10002
3712,85172
3713,72816
3714,79160
3715,21157
3716,22602
3717,22071
3718,79160
3719,21192
3720,21187
3721,79160
3722,22597
3723,22598
3724,84341B
3725,21587
3726,22595
3727,21735
3728,17012A
3729,17012B
3730,17012E
3731,18007
3732,20622
3733,20716
3734,20770
3735,20777
3736,20803
3737,20854
3738,20866
3739,20867
3740,20897
3741,20966
3742,21000
3743,21002
3744,21067
3745,21069
3746,21106
3747,21111
3748,21188
3749,21189
3750,21191
3751,21192
3752,21195
3753,21221
3754,21251
3755,21253
3756,21261
3757,21262
3758,21263
3759,21264
3760,21284
3761,21285
3762,21413
3763,21581
3764,21627
3765,21641
3766,21643
3767,21648
3768,21698
3769,21721
3770,21725
3771,21741
3772,21743
3773,21815
3774,21826
3775,21851
3776,21944
3777,22042
3778,22043
3779,22106
3780,22108
3781,22135
3782,22181
3783,22184
3784,22198
3785,22201
3786,22242
3787,22243
3788,22246
3789,22276
3790,22282
3791,22288
3792,22324
3793,22336
3794,22341
3795,22443
3796,22444
3797,22451
3798,22458
3799,22459
3800,22479
3801,22526
3802,22533
3803,22547
3804,22575
3805,22595
3806,22597
3807,22602
3808,22700
3809,22742
3810,22765
3811,22777
3812,22788
3813,22903
3814,22913
3815,35095B
3816,35241
3817,35916C
3818,35924
3819,35957
3820,37467
3821,47591B
3822,72586
3823,72598
3824,72816
3825,79144B
3826,79144C
3827,79190A
3828,79190B
3829,82616B
3830,82616C
3831,84228
3832,84247G
3833,84341B
3834,84559B
3835,84674
3836,84678
3837,84707B
3838,84828
3839,84877D
3840,84913B
3841,84915
3842,84916
3843,84917
3844,84952A
3845,84952C
3846,85032D
3847,85035A
3848,85035B
3849,85039C
3850,85096
3851,85114A
3852,85135B
3853,85173
3854,85177
3855,85180B
3856,85185B
3857,85186A
3858,85231G
3859,85232D
3860,90003C
3861,90010B
3862,90013B
3863,90013C
3864,90030B
3865,90030C
3866,90039B
3867,90039D
3868,90073
3869,90085
3870,90086
3871,90087
3872,90093
3873,90120C
3874,90129F
3875,90161C
3876,90161D
3877,90174
3878,90177D
3879,90188
3880,90200A
3881,90200D
3882,90210B
3883,90214O
3884,10002
3885,16016
3886,16015
3887,16014
3888,16008
3889,21311
3890,21284
3891,37333
3892,84865
3893,22118
3894,20681
3895,20658
3896,22451
3897,22450
3898,20773
3899,20755
3900,20778
3901,20759
3902,20777
3903,20758
3904,79160
3905,85170B
3906,22454
3907,85040B
3908,84520B
3909,18098C
3910,22761
3911,22243
3912,84520B
3913,21682
3914,21683
3915,21684
3916,22405
3917,84625C
3918,10002
3919,84625C
3920,35400
3921,21284
3922,21547
3923,22824
3924,17084P
3925,21128
3926,21132
3927,22597
3928,22168
3929,84798A
3930,35001W
3931,84559B
3932,22272
3933,22042
3934,22450
3935,22451
3936,21690
3937,21696
3938,79163
3939,21694
3940,22953
3941,21690
3942,22595
3943,21777
3944,85127
3945,85185B
3946,20967
3947,21275
3948,22198
3949,47594A
3950,21777
3951,22198
3952,22461
3953,22444
3954,90192
3955,90033
3956,22168
3957,85008
3958,72819
3959,84913B
3960,84915
3961,84916
3962,84843
3963,22236
3964,85032D
3965,22276
3966,22073
3967,37501
3968,18098c
3969,20658
3970,21157
3971,21804
3972,22166
3973,22414
3974,22515
3975,35809a
3976,79067
3977,84872a
3978,18098c
3979,20998
3980,21018
3981,21192
3982,21317
3983,22166
3984,84509c
3985,84510c
3986,84596e
3987,84872a
3988,84968e
3989,18098c
3990,21100
3991,21107
3992,21807
3993,21944
3994,22176
3995,22516
3996,22525
3997,22884
3998,22885
3999,37476
4000,79067
4001,84509c
4002,84558a
4003,84596e
4004,84660c
4005,84872a
4006,21189
4007,84849A
4008,84849B
4009,22117
4010,37333
4011,85055
4012,22912
4013,75131
4014,22913
4015,22272
4016,84356
4017,20761
4018,20762
4019,17107D
4020,21191
4021,21187
4022,21192
4023,21205
4024,47578A
4025,22415
4026,79160
4027,20966
4028,84912A
4029,21784
4030,35004C
4031,22405
4032,22194
4033,22272
4034,22518
4035,22642
4036,10002
4037,20748
4038,22700
4039,85232B
4040,22198
4041,22824
4042,20766
4043,20777
4044,20760
4045,20778
4046,20774
4047,20758
4048,20770
4049,20771
4050,21882
4051,21879
4052,20765
4053,20762
4054,20764
4055,22416
4056,21211
4057,47591B
4058,21562
4059,84558A
4060,16048
4061,17012A
4062,17012B
4063,17012E
4064,18098C
4065,20618
4066,20622
4067,20658
4068,20700
4069,20764
4070,20770
4071,20772
4072,20780
4073,20832
4074,20902
4075,20931
4076,20932
4077,20966
4078,20967
4079,21000
4080,21001
4081,21067
4082,21069
4083,21109
4084,21187
4085,21188
4086,21191
4087,21192
4088,21195
4089,21251
4090,21253
4091,21262
